step,throughput,mean_queue,max_queue,prop_congested_edges,prop_congested_nodes,delivered_cum,dropped_cum,generated_cum,mean_gen_rate
199,10,1.52,10,0.325,0.06,1895,468,2439,0.25
200,8,1.54,10,0.1956521739130435,0.08,1903,470,2450,0.25
201,11,1.46,10,0.3888888888888889,0.08,1914,473,2460,0.25
202,12,1.34,10,0.2702702702702703,0.08,1926,475,2468,0.25
203,7,1.34,10,0.21052631578947367,0.08,1933,480,2480,0.25
204,7,1.38,10,0.3055555555555556,0.08,1940,483,2492,0.25
205,9,1.44,10,0.3076923076923077,0.08,1949,485,2506,0.25
206,8,1.54,10,0.30434782608695654,0.08,1957,490,2524,0.25
207,14,1.42,10,0.2727272727272727,0.06,1971,493,2535,0.25
208,11,1.46,10,0.3333333333333333,0.08,1982,494,2549,0.25
209,9,1.46,10,0.3333333333333333,0.08,1991,499,2563,0.25
210,6,1.46,10,0.35294117647058826,0.08,1997,501,2571,0.25
211,9,1.4,10,0.3055555555555556,0.08,2006,505,2581,0.25
212,10,1.32,10,0.2972972972972973,0.08,2016,512,2594,0.25
213,11,1.14,10,0.2571428571428571,0.08,2027,518,2602,0.25
214,12,1.16,9,0.2,0.08,2039,518,2615,0.25
215,9,1.2,10,0.2222222222222222,0.08,2048,519,2627,0.25
216,8,1.28,10,0.21428571428571427,0.08,2056,523,2643,0.25
217,11,1.24,10,0.2682926829268293,0.06,2067,526,2655,0.25
218,8,1.28,10,0.3684210526315789,0.06,2075,528,2667,0.25
219,11,1.28,10,0.375,0.06,2086,529,2679,0.25
220,9,1.18,10,0.23684210526315788,0.06,2095,532,2686,0.25
221,8,1.24,10,0.2631578947368421,0.06,2103,534,2699,0.25
222,9,1.18,10,0.23076923076923078,0.06,2112,536,2707,0.25
223,10,1.16,10,0.21052631578947367,0.06,2122,537,2717,0.25
224,13,1.04,10,0.24242424242424243,0.06,2135,540,2727,0.25
225,8,1.1,10,0.14705882352941177,0.06,2143,540,2738,0.25
226,7,1.12,10,0.25,0.06,2150,542,2748,0.25
227,7,1.16,10,0.3,0.06,2157,542,2757,0.25
228,7,1.2,10,0.43333333333333335,0.06,2164,544,2768,0.25
229,10,1.12,10,0.30303030303030304,0.06,2174,547,2777,0.25
230,7,1.18,10,0.3333333333333333,0.06,2181,550,2790,0.25
231,7,1.28,10,0.2631578947368421,0.06,2188,551,2803,0.25
232,9,1.32,10,0.22727272727272727,0.08,2197,554,2817,0.25
233,10,1.38,10,0.3023255813953488,0.06,2207,558,2834,0.25
234,9,1.34,10,0.325,0.06,2216,562,2845,0.25
235,10,1.34,10,0.3,0.06,2226,566,2859,0.25
236,6,1.48,10,0.35,0.06,2232,569,2875,0.25
237,9,1.54,10,0.28888888888888886,0.06,2241,571,2889,0.25
238,14,1.56,10,0.42857142857142855,0.06,2255,572,2905,0.25
239,10,1.56,10,0.30952380952380953,0.04,2265,573,2916,0.25
240,11,1.72,10,0.3018867924528302,0.08,2276,574,2936,0.25
241,10,1.64,10,0.3409090909090909,0.1,2286,575,2943,0.25
242,18,1.5,10,0.3333333333333333,0.06,2304,578,2957,0.25
243,11,1.52,10,0.27906976744186046,0.08,2315,581,2972,0.25
244,9,1.52,10,0.358974358974359,0.08,2324,582,2982,0.25
245,10,1.46,10,0.3157894736842105,0.1,2334,584,2991,0.25
246,10,1.54,10,0.3076923076923077,0.08,2344,586,3007,0.25
247,12,1.58,10,0.30952380952380953,0.1,2356,588,3023,0.25
248,9,1.66,10,0.40540540540540543,0.08,2365,591,3039,0.25
249,7,1.64,10,0.4,0.08,2372,594,3048,0.25
250,8,1.66,10,0.42857142857142855,0.08,2380,596,3059,0.25
251,9,1.7,10,0.3023255813953488,0.1,2389,600,3074,0.25
252,10,1.62,10,0.3170731707317073,0.1,2399,604,3084,0.25
253,10,1.6,10,0.3055555555555556,0.1,2409,605,3094,0.25
254,8,1.68,10,0.28205128205128205,0.12,2417,607,3108,0.25
255,12,1.62,10,0.28205128205128205,0.12,2429,609,3119,0.25
256,11,1.54,10,0.2631578947368421,0.06,2440,611,3128,0.25
257,11,1.58,10,0.275,0.1,2451,613,3143,0.25
258,7,1.56,10,0.375,0.1,2458,617,3153,0.25
259,8,1.5,10,0.38235294117647056,0.1,2466,622,3163,0.25
260,6,1.52,10,0.3939393939393939,0.1,2472,626,3174,0.25
261,8,1.6,10,0.5,0.08,2480,627,3187,0.25
262,5,1.62,10,0.3333333333333333,0.1,2485,632,3198,0.25
263,9,1.48,10,0.3684210526315789,0.1,2494,638,3206,0.25
264,9,1.48,10,0.3076923076923077,0.08,2503,641,3218,0.25
265,11,1.44,10,0.28205128205128205,0.08,2514,643,3229,0.25
266,11,1.52,10,0.34146341463414637,0.1,2525,645,3246,0.25
267,11,1.42,10,0.4166666666666667,0.1,2536,650,3257,0.25
268,8,1.42,10,0.4117647058823529,0.1,2544,653,3268,0.25
269,9,1.46,10,0.2558139534883721,0.08,2553,659,3285,0.25
270,11,1.44,10,0.2727272727272727,0.08,2564,664,3300,0.25
271,13,1.42,10,0.20833333333333334,0.08,2577,666,3314,0.25
272,9,1.4,10,0.3333333333333333,0.08,2586,667,3323,0.25
273,8,1.42,10,0.275,0.1,2594,672,3337,0.25
274,8,1.5,10,0.34210526315789475,0.1,2602,674,3351,0.25
275,8,1.5,10,0.37142857142857144,0.1,2610,676,3361,0.25
276,9,1.5,10,0.25,0.1,2619,683,3377,0.25
277,7,1.52,10,0.28205128205128205,0.1,2626,686,3388,0.25
278,17,1.52,10,0.2608695652173913,0.12,2643,687,3406,0.25
279,13,1.52,10,0.27906976744186046,0.08,2656,691,3423,0.25
280,7,1.6,10,0.22727272727272727,0.1,2663,695,3438,0.25
281,7,1.64,9,0.2926829268292683,0.12,2670,699,3451,0.25
282,12,1.44,10,0.28205128205128205,0.12,2682,702,3456,0.25
283,8,1.42,10,0.2571428571428571,0.1,2690,706,3467,0.25
284,6,1.5,10,0.2647058823529412,0.12,2696,708,3479,0.25
285,10,1.48,10,0.20512820512820512,0.1,2706,710,3490,0.25
286,8,1.56,10,0.2564102564102564,0.12,2714,712,3504,0.25
287,6,1.52,10,0.2777777777777778,0.1,2720,717,3513,0.25
288,9,1.52,10,0.2631578947368421,0.12,2729,719,3524,0.25
289,5,1.6,10,0.4117647058823529,0.12,2734,722,3536,0.25
290,11,1.58,10,0.3170731707317073,0.1,2745,724,3548,0.25
291,10,1.5,10,0.2682926829268293,0.1,2755,729,3559,0.25
292,11,1.44,10,0.25,0.08,2766,733,3571,0.25
293,9,1.32,10,0.4482758620689655,0.08,2775,736,3577,0.25
294,7,1.42,10,0.41935483870967744,0.1,2782,737,3590,0.25
295,7,1.46,10,0.3611111111111111,0.1,2789,741,3603,0.25
296,10,1.44,10,0.3611111111111111,0.08,2799,743,3614,0.25
297,9,1.32,10,0.4375,0.08,2808,746,3620,0.25
298,8,1.32,10,0.3611111111111111,0.08,2816,750,3632,0.25
299,8,1.32,10,0.375,0.1,2824,751,3641,0.25
300,9,1.36,10,0.3333333333333333,0.1,2833,753,3654,0.25
